name: has-binary, version: 0.1.6
name: read-pkg, version: 1.1.0
name: lodash._arraycopy, version: 3.0.0
name: beeper, version: 1.1.0
name: object-assign, version: 4.0.1
name: esprima-fb, version: 13001.1001.0-dev-harmony-fb
name: istanbul-lib-coverage, version: 1.0.0-alpha.4
name: path-is-absolute, version: 1.0.0
name: mime-db, version: 1.22.0
name: babel-plugin-undeclared-variables-check, version: 1.0.2
name: whatwg-fetch, version: 0.11.0
name: form-data, version: 1.0.0-rc3
name: brace-expansion, version: 1.1.3
name: babel-plugin-remove-debugger, version: 1.0.1
name: is-regex, version: 1.0.3
name: es6-iterator, version: 2.0.0
name: defined, version: 1.0.0
name: repeat-element, version: 1.1.2
name: chai, version: 3.5.0
name: arraybuffer.slice, version: 0.0.6
name: amdefine, version: 1.0.0
name: glob-base, version: 0.3.0
name: babel-plugin-transform-es2015-classes, version: 6.6.5
name: wrap-ansi, version: 1.0.0
name: sax, version: 1.1.6
name: statuses, version: 1.2.1
name: lodash._basevalues, version: 3.0.0
name: browser-sync-client, version: 2.4.1
name: nwmatcher, version: 1.3.7
name: concat-with-sourcemaps, version: 1.0.4
name: pseudomap, version: 1.0.2
name: escope, version: 3.5.0
name: nan, version: 2.2.0
name: vinyl-bufferstream, version: 1.0.1
name: babel-helper-builder-binary-assignment-operator-visitor, version: 6.6.5
name: boom, version: 2.10.1
name: event-emitter, version: 0.3.4
name: babel-core, version: 6.7.0
name: append-transform, version: 0.3.0
name: babylon, version: 6.7.0
name: minimatch, version: 2.0.10
name: parse5, version: 1.5.1
name: for-own, version: 0.1.3
name: browser-request, version: 0.3.3
name: rimraf, version: 2.5.2
name: is-finite, version: 1.0.1
name: fsevents, version: 1.0.8
name: stringmap, version: 0.2.2
name: finalhandler, version: 0.4.1
name: find-versions, version: 1.2.1
name: node-libs-browser, version: 0.5.3
name: for-in, version: 0.1.4
name: fill-range, version: 2.2.3
name: watchpack, version: 0.2.9
name: istanbul-lib-report, version: 1.0.0-alpha.3
name: repeat-string, version: 1.5.4
name: escape-string-regexp, version: 1.0.5
name: restore-cursor, version: 1.0.1
name: webidl-conversions, version: 2.0.1
name: is-path-cwd, version: 1.0.0
name: fresh, version: 0.3.0
name: babel-types, version: 6.7.0
name: is-absolute, version: 0.1.7
name: once, version: 1.3.3
